Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Razor Peptides,Abundances_WT-1,Abundances_WT-2,Abundances_RM1-1,Abundances_RM1-2,Abundances_RM2-1,Abundances_RM2-3,"Found in Sample: [S1] F1: WT-1, Sample","Found in Sample: [S6] F1: RM2-3, Sample","Found in Sample: [S3] F1: RM1-1, Sample","Found in Sample: [S4] F1: RM1-2, Sample","Found in Sample: [S5] F1: RM2-1, Sample","Found in Sample: [S2] F1: WT-2, Sample",# Protein Groups,Modifications,gene.names,locus_tag,protein
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15771.1_3331,[gene=tusA] [locus_tag=N6Q85_17035] [protein=sulfurtransferase TusA] [protein_id=UXK15771.1] [location=complement(3544653..3544910)] [gbkey=CDS],0,19.236,52,3,6,3,85,9.7,6.52,93,3,0,1790457.668,1478660.531,1402471.688,1546179.613,1903449.285,1632533.656,High,High,High,High,High,High,1,,tusA ,N6Q85_17035 ,sulfurtransferase TusA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17506.1_1479,[locus_tag=N6Q85_07640] [protein=hypothetical protein] [protein_id=UXK17506.1] [location=1612983..1613474] [gbkey=CDS],0,19.196,20,5,6,5,163,18.8,6.55,31,5,0,18870115.19,13298764.28,13908058.34,15695780.38,18399323.19,21430151.59,High,High,High,High,High,High,1,,_07640 ,N6Q85_07640 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16883.1_812,[locus_tag=N6Q85_04255] [protein=alpha/beta hydrolase] [protein_id=UXK16883.1] [location=912344..913153] [gbkey=CDS],0,19.193,13,4,5,4,269,31,9.51,89,4,0,5647378.844,4038368.813,3986195.406,5169754.75,6194604,7693259.25,High,High,High,High,High,High,1,,_04255 ,N6Q85_04255 ,alpha/beta hydrolase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17063.1_1001,[gene=bauF] [locus_tag=N6Q85_05210] [protein=acinetobactin utilization protein BauF] [protein_id=UXK17063.1] [location=complement(1116476..1117336)] [gbkey=CDS],0,19.142,14,4,7,4,286,32.8,6.01,41,4,0,1917601.598,1348998.217,1124221.17,1750877.027,1348836.697,2513822.289,High,High,High,High,High,High,1,,bauF ,N6Q85_05210 ,acinetobactin utilization protein BauF 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15363.1_2896,[gene=hemJ] [locus_tag=N6Q85_14770] [protein=protoporphyrinogen oxidase HemJ] [protein_id=UXK15363.1] [location=3068383..3068835] [gbkey=CDS],0,19.128,17,2,5,2,150,17.7,9.19,43,2,0,3407922.438,2444586.461,2667504.594,3560874.594,4107232.484,4343677.25,High,High,High,High,High,High,1,,hemJ ,N6Q85_14770 ,protoporphyrinogen oxidase HemJ 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14375.1_1852,[locus_tag=N6Q85_09510] [protein=iron-containing redox enzyme family protein] [protein_id=UXK14375.1] [location=complement(2015038..2015790)] [gbkey=CDS],0,19.055,16,3,7,3,250,28.9,6.27,84,3,0,2470358.785,1803003.119,2107686.182,2287811.881,2950555.564,3250244.312,High,High,High,High,High,High,1,,_09510 ,N6Q85_09510 ,iron-containing redox enzyme family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_1691,[locus_tag=N6Q85_08705] [protein=Ig-like domain-containing protein] [pseudo=true] [location=1841166..1843568] [gbkey=CDS],0,18.884,6,5,5,5,801,80.3,4.75,75,5,0,1662044.773,1250095.129,1340134.082,1747323.32,1882508.008,1659989.273,High,High,High,High,High,High,1,,_08705 ,N6Q85_08705 ,Ig-like domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14870.1_2372,[locus_tag=N6Q85_12125] [protein=exodeoxyribonuclease VII small subunit] [protein_id=UXK14870.1] [location=2554891..2555085] [gbkey=CDS],0,18.812,28,3,6,3,64,7.3,4.7,62,3,0,1572121.781,1265454.414,917409.168,1717503.125,1517344.414,1923639.328,High,High,High,High,High,High,1,,_12125 ,N6Q85_12125 ,exodeoxyribonuclease VII small subunit 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16512.1_422,[locus_tag=N6Q85_02175] [protein=acyl-CoA dehydrogenase family protein] [protein_id=UXK16512.1] [location=complement(446856..448028)] [gbkey=CDS],0,18.802,10,4,5,4,390,43.8,5.92,58,4,0,1754971.441,1483302.232,1326415.231,1803956.336,1874903.779,2849443.646,High,High,High,High,High,High,1,,_02175 ,N6Q85_02175 ,acyl-CoA dehydrogenase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16625.1_538,[locus_tag=N6Q85_02830] [protein=hypothetical protein] [protein_id=UXK16625.1] [location=complement(579564..579944)] [gbkey=CDS],0,18.801,35,4,8,4,126,13.9,9.61,60,4,0,3437283.678,1342340.49,1004931.468,2603407.439,2281473,1791254.111,High,High,High,High,High,High,1,,_02830 ,N6Q85_02830 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17642.1_1623,[gene=pcaD] [locus_tag=N6Q85_08365] [protein=3-oxoadipate enol-lactonase] [protein_id=UXK17642.1] [location=complement(1762115..1762894)] [gbkey=CDS],0,18.77,18,3,3,3,259,28.3,5.78,83,3,0,613360.8145,365136.2344,342276.0137,711743.1465,704135.8164,976671.7227,High,High,High,High,High,High,1,,pcaD ,N6Q85_08365 ,3-oxoadipate enol-lactonase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15455.1_2990,[gene=nuoK] [locus_tag=N6Q85_15275] [protein=NADH-quinone oxidoreductase subunit NuoK] [protein_id=UXK15455.1] [location=complement(3168674..3168982)] [gbkey=CDS],0,18.723,14,2,6,2,102,11.2,6.09,58,2,0,402091.7656,300989.1719,280776.9487,432134.3965,370848.6611,379462.4395,High,High,High,High,High,High,1,,nuoK ,N6Q85_15275 ,NADH-quinone oxidoreductase subunit NuoK 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17207.1_1156,[locus_tag=N6Q85_06025] [protein=class I SAM-dependent methyltransferase] [protein_id=UXK17207.1] [location=1294994..1295593] [gbkey=CDS],0,18.697,24,4,4,4,199,23.7,5.68,44,4,0,838279.8828,959840.8516,380005.2373,780998.5449,730543.8926,979641.2461,High,High,High,High,High,High,1,,_06025 ,N6Q85_06025 ,class I SAM-dependent methyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15993.1_3568,[locus_tag=N6Q85_18295] [protein=amino acid permease] [protein_id=UXK15993.1] [location=complement(3805366..3806805)] [gbkey=CDS],0,18.684,6,3,4,2,479,52.7,9.23,86,3,1,2956157.395,2016276.026,2387956.656,1828219.064,4406944.117,3002567.076,High,High,High,High,High,High,1,,_18295 ,N6Q85_18295 ,amino acid permease 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16352.1_252,[locus_tag=N6Q85_01305] [protein=SEL1-like repeat protein] [protein_id=UXK16352.1] [location=complement(280472..280852)] [gbkey=CDS],0,18.683,29,4,6,4,126,14.5,5.49,101,4,0,626008.166,419095.5645,450670.8252,581558.2031,389255.6836,642557.7324,High,High,High,High,High,High,1,,_01305 ,N6Q85_01305 ,SEL1-like repeat protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15766.1_3326,[gene=hemH] [locus_tag=N6Q85_17010] [protein=ferrochelatase] [protein_id=UXK15766.1] [location=complement(3538917..3539933)] [gbkey=CDS],0,18.546,14,4,5,4,338,38.3,6.29,70,4,0,1336953.492,1130567.131,1004773.75,1201863.152,1344969.688,1374021.379,High,High,High,High,High,High,1,,hemH ,N6Q85_17010 ,ferrochelatase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14460.1_1943,"[locus_tag=N6Q85_09965] [protein=3'(2'),5'-bisphosphate nucleotidase CysQ] [protein_id=UXK14460.1] [location=complement(2105017..2105874)] [gbkey=CDS]",0,18.538,12,4,5,4,285,32.7,5.06,129,4,0,1371388.984,1032209.773,850192.4219,1212443.258,1207830.039,1639248.742,High,High,High,High,High,High,1,,_09965 ,N6Q85_09965 ,3'(2')
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17186.1_1133,[gene=gspL] [locus_tag=N6Q85_05890] [protein=type II secretion system protein GspL] [protein_id=UXK17186.1] [location=1269734..1270873] [gbkey=CDS],0,18.513,9,4,6,4,379,42.9,6.35,77,4,0,5889223.148,3526265.238,4514366.398,5319148.492,3942719.418,6612502.625,High,High,High,High,High,High,1,,gspL ,N6Q85_05890 ,type II secretion system protein GspL 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14401.1_1882,[locus_tag=N6Q85_09660] [protein=DUF6231 family protein] [protein_id=UXK14401.1] [location=complement(2038573..2039034)] [gbkey=CDS],0,18.416,20,6,9,6,153,18.1,5.53,69,6,0,4308320.766,3055694.514,3108426.477,3881349.98,4788048.568,4486398.32,High,High,High,High,High,High,1,,_09660 ,N6Q85_09660 ,DUF6231 family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17329.1_1294,[locus_tag=N6Q85_06715] [protein=type II toxin-antitoxin system RelB/DinJ family antitoxin] [protein_id=UXK17329.1] [location=complement(1441109..1441417)] [gbkey=CDS],0,18.359,26,5,7,5,102,11.7,6.1,47,5,0,6493516.164,5128414.926,5734626.09,6598256.703,6148505.434,8394034.258,High,High,High,High,High,High,1,,_06715 ,N6Q85_06715 ,type II toxin-antitoxin system RelB/DinJ family antitoxin 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17690.1_1672,[locus_tag=N6Q85_08610] [protein=ShlB/FhaC/HecB family hemolysin secretion/activation protein] [protein_id=UXK17690.1] [location=1816366..1818111] [gbkey=CDS],0,18.315,10,5,6,5,581,65.4,7.96,74,5,0,3070752.713,1819498.186,2412925.984,2618934.363,3872104.203,2525271.787,High,High,High,High,High,High,1,,_08610 ,N6Q85_08610 ,ShlB/FhaC/HecB family hemolysin secretion/activation protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15992.1_3567,[locus_tag=N6Q85_18290] [protein=amino acid permease] [protein_id=UXK15992.1] [location=complement(3803565..3804995)] [gbkey=CDS],0,18.313,7,3,7,2,476,52.2,9.01,85,3,0,426567.4443,314956.3955,342648.6001,289538.4043,354824.501,404741.7227,High,High,High,High,High,High,1,,_18290 ,N6Q85_18290 ,amino acid permease 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16630.1_543,[locus_tag=N6Q85_02855] [protein=META domain-containing protein] [protein_id=UXK16630.1] [location=585441..585971] [gbkey=CDS],0,18.311,30,5,11,5,176,19.9,9.92,61,5,0,3370823.238,2284415.937,2601643.473,3141850.169,2901035.047,3235542.438,High,High,High,High,High,High,1,,_02855 ,N6Q85_02855 ,META domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17278.1_1241,[locus_tag=N6Q85_06450] [protein=cytochrome o ubiquinol oxidase subunit IV] [protein_id=UXK17278.1] [location=complement(1376862..1377191)] [gbkey=CDS],0,18.282,15,1,18,1,109,12.1,8.24,205,1,0,6166312.079,4139201.399,5580367.531,5925357.652,5548527.018,6792626.787,High,High,High,High,High,High,1,,_06450 ,N6Q85_06450 ,cytochrome o ubiquinol oxidase subunit IV 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15450.1_2985,[locus_tag=N6Q85_15250] [protein=cold shock domain-containing protein] [protein_id=UXK15450.1] [location=complement(3162543..3162836)] [gbkey=CDS],0,18.255,33,4,7,4,97,11.1,9.82,117,4,0,7838777.133,5242862.273,6015070.102,7007363.508,7726646.945,7901207.773,High,High,High,High,High,High,1,,_15250 ,N6Q85_15250 ,cold shock domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15398.1_2931,[gene=acpP] [locus_tag=N6Q85_14980] [protein=acyl carrier protein] [protein_id=UXK15398.1] [location=complement(3104740..3104976)] [gbkey=CDS],0,18.24,22,2,11,2,78,8.7,4.09,248,2,0,6895511.072,6081335.521,6525905.305,6534777.57,8840305.164,9956608.887,High,High,High,High,High,High,1,,acpP ,N6Q85_14980 ,acyl carrier protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15964.1_3535,[locus_tag=N6Q85_18120] [protein=transcriptional repressor] [protein_id=UXK15964.1] [location=3772976..3773473] [gbkey=CDS],0,18.238,26,3,4,3,165,18.1,6.93,118,3,0,3844367.594,2663991.398,3218393.742,3521385.227,3897267.055,4457061.938,High,High,High,High,High,High,1,,_18120 ,N6Q85_18120 ,transcriptional repressor 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17255.1_1217,[locus_tag=N6Q85_06330] [protein=dicarboxylate/amino acid:cation symporter] [protein_id=UXK17255.1] [location=1352713..1354011] [gbkey=CDS],0,18.163,7,3,4,3,432,46.2,8.09,118,3,0,430901.793,478824.7969,497749.4531,601075.1563,1383420.188,937557.2031,High,High,High,High,High,High,1,,_06330 ,N6Q85_06330 ,dicarboxylate/amino acid:cation symporter 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16903.1_833,[gene=ruvA] [locus_tag=N6Q85_04360] [protein=Holliday junction branch migration protein RuvA] [protein_id=UXK16903.1] [location=complement(933022..933621)] [gbkey=CDS],0,18.161,13,2,6,2,199,21.5,6.79,175,2,0,2209728.377,1648098.936,1654438.76,1857810.815,2059548.368,2084930.137,High,High,High,High,High,High,1,,ruvA ,N6Q85_04360 ,Holliday junction branch migration protein RuvA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15109.1_2629,[locus_tag=N6Q85_13430] [protein=OmpA family protein] [protein_id=UXK15109.1] [location=complement(2789034..2789813)] [gbkey=CDS],0,18.12,12,5,5,5,259,29.2,8.97,67,5,0,808456.9727,512922.3066,698416.0078,483740.6641,462856.0596,475832.293,High,High,High,High,High,High,1,,_13430 ,N6Q85_13430 ,OmpA family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15509.1_3050,[locus_tag=N6Q85_15575] [protein=acyl-CoA dehydrogenase] [protein_id=UXK15509.1] [location=complement(3243440..3244660)] [gbkey=CDS],0,18.097,12,5,8,5,406,44.7,6.47,120,5,0,591695.3809,547286.4502,295546.6824,591317.248,409667.4258,808993.4141,High,High,High,High,High,High,1,,_15575 ,N6Q85_15575 ,acyl-CoA dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17456.1_1426,[locus_tag=N6Q85_07375] [protein=transcriptional regulator] [protein_id=UXK17456.1] [location=1562233..1562469] [gbkey=CDS],0,18.079,50,4,4,4,78,8.9,8.29,86,4,0,3148546.445,1970624.219,1985729.916,2925898.504,2659044.297,3149062.182,High,High,High,High,High,High,1,,_07375 ,N6Q85_07375 ,transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15641.1_3195,[locus_tag=N6Q85_16345] [protein=AMP-binding protein] [protein_id=UXK15641.1] [location=complement(3400730..3402388)] [gbkey=CDS],0,18.073,9,4,4,4,552,63.1,6.29,78,4,0,1433054.949,972261.6953,1143863.48,1170763.436,1516991.816,1422163.432,High,High,High,High,High,High,1,,_16345 ,N6Q85_16345 ,AMP-binding protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14971.1_2485,[gene=rnt] [locus_tag=N6Q85_12695] [protein=ribonuclease T] [protein_id=UXK14971.1] [location=2677374..2678036] [gbkey=CDS],0,18.042,15,3,12,3,220,24.2,6.33,166,3,0,2081846.344,1604962.755,1737297.643,2154006.199,2259016.311,2312614.012,High,High,High,High,High,High,1,,rnt ,N6Q85_12695 ,ribonuclease T 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16682.1_600,[locus_tag=N6Q85_03140] [protein=SRPBCC family protein] [protein_id=UXK16682.1] [location=646218..646667] [gbkey=CDS],0,18.032,18,3,7,3,149,16.5,5.74,152,3,0,4801290.537,4571861.49,2605143.752,8528625.094,5310361.719,11568238.09,High,High,High,High,High,High,1,,_03140 ,N6Q85_03140 ,SRPBCC family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14610.1_2098,[locus_tag=N6Q85_10745] [protein=GntR family transcriptional regulator] [protein_id=UXK14610.1] [location=complement(2264329..2265078)] [gbkey=CDS],0,18.005,18,5,7,5,249,28.2,6.38,56,5,0,2093532.063,1196745.625,1100604.743,1751814.297,1711826.433,1482022.195,High,High,High,High,High,High,1,,_10745 ,N6Q85_10745 ,GntR family transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16181.1_77,[gene=hutG] [locus_tag=N6Q85_00410] [protein=formimidoylglutamase] [protein_id=UXK16181.1] [location=88369..89289] [gbkey=CDS],0,17.98,17,4,6,4,306,33.7,6.04,36,4,0,1089105.375,741797.4492,793456.2148,979690.8281,1565909.445,1203474.008,High,High,High,High,High,High,1,,hutG ,N6Q85_00410 ,formimidoylglutamase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16819.1_745,[locus_tag=N6Q85_03915] [protein=50S ribosomal protein L11 methyltransferase] [protein_id=UXK16819.1] [location=823501..824169] [gbkey=CDS],0,17.956,12,4,5,4,222,25.5,4.92,106,4,0,2342928.031,1866342.945,1870916.626,2041129.17,2169805.863,2410662.025,High,High,High,High,High,High,1,,_03915 ,N6Q85_03915 ,50S ribosomal protein L11 methyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15865.1_3430,[locus_tag=N6Q85_17570] [protein=acyl-CoA thioesterase] [protein_id=UXK15865.1] [location=complement(3662671..3663111)] [gbkey=CDS],0,17.922,28,3,6,3,146,16.7,7.33,79,3,0,1928839.158,1155519.22,1269762.664,1549742.119,1664715.273,1536933.934,High,High,High,High,High,High,1,,_17570 ,N6Q85_17570 ,acyl-CoA thioesterase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15316.1_2846,[locus_tag=N6Q85_14515] [protein=endonuclease/exonuclease/phosphatase family protein] [protein_id=UXK15316.1] [location=complement(3012841..3013725)] [gbkey=CDS],0,17.905,13,4,5,4,294,34.6,6.99,93,4,0,592653.2539,417857.0703,473814.5898,459433.3516,477674.5234,513439.5078,High,High,High,High,High,High,1,,_14515 ,N6Q85_14515 ,endonuclease/exonuclease/phosphatase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17867.1_1608,[locus_tag=N6Q85_08290] [protein=MarR family winged helix-turn-helix transcriptional regulator] [protein_id=UXK17867.1] [location=complement(1744426..1744893)] [gbkey=CDS],0,17.888,21,4,5,4,155,17.3,6.32,94,4,0,6090467.234,4341547.531,4762616.344,4277636.031,5696459.531,5650511.688,High,High,High,High,High,High,1,,_08290 ,N6Q85_08290 ,MarR family winged helix-turn-helix transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16697.1_615,[locus_tag=N6Q85_03215] [protein=entericidin A/B family lipoprotein] [protein_id=UXK16697.1] [location=complement(665113..665256)] [gbkey=CDS],0,17.86,40,2,7,2,47,5,9.38,126,2,0,1657882.713,1913618.867,1098387.394,1555733.28,1682686.987,1583140.347,High,High,High,High,High,High,1,,_03215 ,N6Q85_03215 ,entericidin A/B family lipoprotein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15879.1_3446,"[gene=cpdA] [locus_tag=N6Q85_17650] [protein=3',5'-cyclic-AMP phosphodiesterase] [protein_id=UXK15879.1] [location=3678691..3679503] [gbkey=CDS]",0,17.841,16,3,3,3,270,30.8,6.61,42,3,0,2907884.781,2221108.406,3312468.645,2548654.93,2797300.035,4394073.227,High,High,High,High,High,High,1,,cpdA ,N6Q85_17650 ,3'
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15588.1_3139,[locus_tag=N6Q85_16065] [protein=TIM barrel protein] [protein_id=UXK15588.1] [location=3342269..3343063] [gbkey=CDS],0,17.79,17,4,6,4,264,29.7,4.92,121,4,0,5055392.363,3735182.363,3257679.652,4241498.668,3394584.104,4876566.203,High,High,High,High,High,High,1,,_16065 ,N6Q85_16065 ,TIM barrel protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_1093,[gene=yegQ] [locus_tag=N6Q85_05690] [protein=tRNA 5-hydroxyuridine modification protein YegQ] [pseudo=true] [location=complement(1230441..1231812)] [gbkey=CDS],0,17.722,8,4,7,4,457,52.4,8.43,93,4,0,2402483.031,1285880.453,1858032.031,1698063.449,1327514.166,1545687.09,High,High,High,High,High,High,1,,yegQ ,N6Q85_05690 ,tRNA 5-hydroxyuridine modification protein YegQ 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17303.1_1267,[locus_tag=N6Q85_06580] [protein=HesA/MoeB/ThiF family protein] [protein_id=UXK17303.1] [location=1406768..1407544] [gbkey=CDS],0,17.673,14,4,6,4,258,28.7,5.24,98,4,0,1217825.328,953442.8438,868634.5039,1036372.273,1257181.961,1292748.68,High,High,High,High,High,High,1,,_06580 ,N6Q85_06580 ,HesA/MoeB/ThiF family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16204.1_100,[gene=phoR] [locus_tag=N6Q85_00525] [protein=phosphate regulon sensor histidine kinase PhoR] [protein_id=UXK16204.1] [location=complement(112284..113642)] [gbkey=CDS],0,17.644,10,6,6,6,452,51.8,6.05,39,6,0,1120361.449,816581.584,918081.8447,1045928.307,1011824.035,1344042.951,High,High,High,High,High,High,1,,phoR ,N6Q85_00525 ,phosphate regulon sensor histidine kinase PhoR 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17441.1_1408,[locus_tag=N6Q85_07285] [protein=hypothetical protein] [protein_id=UXK17441.1] [location=1549813..1550205] [gbkey=CDS],0,17.507,16,3,5,3,130,14.4,5.07,58,3,0,786353.3027,1486874.586,454552.748,680777.1836,708761.2949,758737.5508,High,High,High,High,High,High,1,,_07285 ,N6Q85_07285 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17162.1_1107,[locus_tag=N6Q85_05760] [protein=NAD(+) kinase] [protein_id=UXK17162.1] [location=1246440..1247348] [gbkey=CDS],0,17.445,8,2,3,2,302,33.4,6.67,67,2,0,2114296.469,1666269.781,1820025.391,2084594.469,1872504.344,2481753.844,High,High,High,High,High,High,1,,_05760 ,N6Q85_05760 ,NAD(+) kinase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16958.1_890,[gene=dusB] [locus_tag=N6Q85_04650] [protein=tRNA dihydrouridine synthase DusB] [protein_id=UXK16958.1] [location=987390..988415] [gbkey=CDS],0,17.442,14,5,6,5,341,37.8,6.62,63,5,0,2198501.578,1400873.883,1765089.297,2061132.625,2685678.297,2157562.703,High,High,High,High,High,High,1,,dusB ,N6Q85_04650 ,tRNA dihydrouridine synthase DusB 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14881.1_2384,"[gene=benB] [locus_tag=N6Q85_12185] [protein=benzoate 1,2-dioxygenase small subunit] [protein_id=UXK14881.1] [location=2564799..2565299] [gbkey=CDS]",0,17.431,19,3,4,3,166,19.8,4.77,81,3,0,231316.606,123963.8828,94502.78906,228393.1426,304659.4121,714214.4883,High,High,High,High,High,High,1,,benB ,N6Q85_12185 ,benzoate 1
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17070.1_1009,[gene=bauA] [locus_tag=N6Q85_05250] [protein=TonB-dependent siderophore receptor BauA] [protein_id=UXK17070.1] [location=1126025..1128307] [gbkey=CDS],0,17.402,7,6,6,6,760,83,7.24,24,6,0,2249244.164,1588127.188,1419470.891,1841724.699,2197842.336,2118188.852,High,High,High,High,High,High,1,,bauA ,N6Q85_05250 ,TonB-dependent siderophore receptor BauA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14362.1_1837,[locus_tag=N6Q85_09435] [protein=homoserine dehydrogenase] [protein_id=UXK14362.1] [location=complement(1998468..1999472)] [gbkey=CDS],0,17.396,10,3,4,3,334,36.3,7.46,38,3,0,2138216.641,1352727,1553599.578,1897650.094,1986849.859,2411970.969,High,High,High,High,High,High,1,,_09435 ,N6Q85_09435 ,homoserine dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14867.1_2369,[locus_tag=N6Q85_12105] [protein=helix-turn-helix domain-containing protein] [protein_id=UXK14867.1] [location=2552074..2552745] [gbkey=CDS],0,17.385,19,4,7,4,223,25,5.39,63,4,0,2375169.762,1521753.834,1612364.125,2095999.324,2020076.039,2286838.762,High,High,High,High,High,High,1,,_12105 ,N6Q85_12105 ,helix-turn-helix domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17716.1_1701,[locus_tag=N6Q85_08755] [protein=NAD-dependent epimerase/dehydratase family protein] [protein_id=UXK17716.1] [location=1855275..1856246] [gbkey=CDS],0,17.376,11,4,6,4,323,35.1,5.17,128,4,0,1004451.107,772223.2686,691340.2598,2722671.697,2952689.093,6493264.142,High,High,High,High,High,High,1,,_08755 ,N6Q85_08755 ,NAD-dependent epimerase/dehydratase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16310.1_208,[locus_tag=N6Q85_01070] [protein=hypothetical protein] [protein_id=UXK16310.1] [location=238898..239641] [gbkey=CDS],0,17.356,14,3,4,3,247,27.7,8.6,74,3,0,908610.5898,632208.5801,532436.7383,668081.6523,708585.2246,651423.8301,High,High,High,High,High,High,1,,_01070 ,N6Q85_01070 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16428.1_331,[locus_tag=N6Q85_01720] [protein=AI-2E family transporter] [protein_id=UXK16428.1] [location=complement(364505..365623)] [gbkey=CDS],0,17.328,11,4,8,4,372,41.4,7.01,60,4,0,4091765,2825142.172,3060803.406,3696645.219,4674797.359,4558539.109,High,High,High,High,High,High,1,,_01720 ,N6Q85_01720 ,AI-2E family transporter 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15518.1_3059,[locus_tag=N6Q85_15640] [protein=copper resistance protein B] [protein_id=UXK15518.1] [location=complement(3253844..3254599)] [gbkey=CDS],0,17.325,19,5,6,5,251,28.5,5.11,63,5,0,3656281.09,2727790.607,2769191.179,4116775.451,3408785.744,4933856.605,High,High,High,High,High,High,1,,_15640 ,N6Q85_15640 ,copper resistance protein B 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15153.1_2675,[locus_tag=N6Q85_13660] [protein=FtsX-like permease family protein] [protein_id=UXK15153.1] [location=complement(2842466..2844925)] [gbkey=CDS],0,17.312,6,4,4,4,819,91.4,9.07,62,4,0,334916.4219,226122.3672,237278.6084,299570.1875,336516.0371,369434.1221,High,High,High,High,High,High,1,,_13660 ,N6Q85_13660 ,FtsX-like permease family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15375.1_2908,[locus_tag=N6Q85_14835] [protein=OprO/OprP family phosphate-selective porin] [protein_id=UXK15375.1] [location=complement(3082412..3083596)] [gbkey=CDS],0,17.288,9,3,4,3,394,44.6,5.43,72,3,0,513891.3687,457236.2324,388614.1594,583540.7222,728532.5576,922784.1318,High,High,High,High,High,High,1,,_14835 ,N6Q85_14835 ,OprO/OprP family phosphate-selective porin 
